para_id,context,container_kind,table_index,row_index,col_index,paragraph_index,paragraph_index_in_cell,styleId,numId,ilvl,text
p000565,body,body,,,,341,,,,,What’s the author’s background?
p000566,body,body,,,,342,,,,,The evidence is weak/strong.
p000567,body,body,,,,343,,,,,This information is misleading.
p000568,body,body,,,,344,,Heading5,,,PBSR Model
p000569,body,body,,,,345,,,,,The problem is…
p000570,body,body,,,,346,,,,,This is a big issue because…
p000571,body,body,,,,347,,,,,The background is…
p000572,body,body,,,,348,,,,,In the past…
p000573,body,body,,,,349,,,,,The solution is…
p000574,body,body,,,,350,,,,,I propose that…
p000575,body,body,,,,351,,,,,We should…
p000576,body,body,,,,352,,,,,One option is to…
p000577,body,body,,,,353,,,,,We need to…
p000578,body,body,,,,354,,,,,The expected result is…
p000579,body,body,,,,355,,,,,This should lead to…
p000580,body,body,,,,356,,,,,We can expect that…
p000581,body,body,,,,357,,Heading5,,,PCAF Model
p000582,body,body,,,,358,,,,,My point is…
p000583,body,body,,,,359,,,,,Some people think…
p000584,body,body,,,,360,,,,,A common view is…
p000585,body,body,,,,361,,,,,The counterpoint is…
p000586,body,body,,,,362,,,,,It’s true that… but…
p000587,body,body,,,,363,,,,,I understand that… however…
p000588,body,body,,,,364,,,,,"That may be so, but…"
p000589,body,body,,,,365,,,,,The problem with that idea is…
p000590,body,body,,,,366,,,,,For my point…
p000591,body,body,,,,367,,,,,The reason for this is…
p000592,body,body,,,,368,,,,,This will result in…
p000593,body,body,,,,369,,,,,That’s why my idea is better.
p000594,body,body,,,,370,,Heading5,,,Meeting Participation
p000595,body,body,,,,371,,,,,I’d like to raise a point.
p000596,body,body,,,,372,,,,,May I add something?
p000597,body,body,,,,373,,,,,Let’s consider…
p000598,body,body,,,,374,,,,,We should take into account…
p000599,body,body,,,,375,,,,,One possibility is…
p000600,body,body,,,,376,,,,,What impact will this have on…?
p000601,body,body,,,,377,,,,,We need to decide whether…
p000602,body,body,,,,378,,,,,I suggest we…
p000603,body,body,,,,379,,,,,I recommend that…
p000604,body,body,,,,380,,,,,How will this affect…?
p000605,body,body,,,,381,,,,,That’s a valid point.
p000606,body,body,,,,382,,,,,I agree/disagree because…
p000607,body,body,,,,383,,Heading5,,,Questioning Validity
p000608,body,body,,,,384,,,,,We need to verify this.
p000609,body,body,,,,385,,,,,Check multiple sources.
p000610,body,body,,,,386,,,,,Don’t accept it at face value.
p000611,body,body,,,,387,,,,,This may be incomplete.
p000612,body,body,,,,388,,,,,This is designed to mislead.
p000613,body,body,,,,389,,,,,Can we confirm it?
p000614,body,body,,,,390,,,,,The source has a history of…
p000615,body,body,,,,391,,,,,Let’s fact-check this.
p000616,body,body,,,,392,,,,,This information is unverified.
p000617,body,body,,,,393,,Heading5,,,Closing an Argument
p000618,body,body,,,,394,,,,,In conclusion…
p000619,body,body,,,,395,,,,,To sum up…
p000620,body,body,,,,396,,,,,As we’ve seen…
p000621,body,body,,,,397,,,,,Given the evidence…
p000622,body,body,,,,398,,,,,"Therefore, we should…"
p000623,body,body,,,,399,,,,,The logical conclusion is…
p000624,body,body,,,,400,,,,,This clearly shows that…
p000625,body,body,,,,401,,,,,The facts speak for themselves.
p000626,body,body,,,,402,,,,,All things considered…
p000627,body,body,,,,403,,,,,"For these reasons, I believe…"
p000628,body,body,,,,404,,,,,
p000629,body,body,,,,405,,,,,
p000630,body,body,,,,406,,,,,
p000631,body,body,,,,407,,,,,
p000069,body,table,0,0,0,,0,ListParagraph,22,0,"In my opinion, managers should let staff make mistakes. This is how people learn."
p000070,body,table,0,1,0,,0,ListParagraph,22,0,"As far as I’m concerned, the best way to improve sales is to increase advertising."
p000071,body,table,0,2,0,,0,ListParagraph,22,0,"From my point of view, we need to cut the number of staff to reduce costs."
p000072,body,table,0,3,0,,0,ListParagraph,22,0,I believe the only option we have is to downsize if we want to survive this crisis.
p000073,body,table,0,4,0,,0,ListParagraph,22,0,It seems as though we didn’t do enough to promote the product effectively.
p000074,body,table,0,5,0,,0,ListParagraph,22,0,There is no doubt that we need to increase our product range to attract more customers.
p000075,body,table,0,6,0,,0,ListParagraph,22,0,I feel the best option is to do nothing. Everything is going well so far.
p000076,body,table,0,7,0,,0,ListParagraph,22,0,I’m sure that we will be successful if we follow through with my plan.
p000079,body,table,1,0,0,,0,,,,Business Topics
p000080,body,table,1,0,1,,0,,,,General Topics
p000081,body,table,1,1,0,,0,ListParagraph,12,0,Business leaders
p000082,body,table,1,1,1,,0,ListParagraph,11,0,Space exploration
p000083,body,table,1,2,0,,0,ListParagraph,12,0,Recruiting new employees
p000084,body,table,1,2,1,,0,ListParagraph,11,0,Pets
p000085,body,table,1,3,0,,0,ListParagraph,12,0,Advertising
p000086,body,table,1,3,1,,0,ListParagraph,11,0,Sports
p000087,body,table,1,4,0,,0,ListParagraph,12,0,Sales strategies
p000088,body,table,1,4,1,,0,ListParagraph,11,0,Entertainment
p000089,body,table,1,5,0,,0,ListParagraph,12,0,Managing people
p000090,body,table,1,5,1,,0,ListParagraph,11,0,Famous people
p000099,body,table,2,0,0,,0,,,,because
p000100,body,table,2,0,1,,0,,,,due to
p000101,body,table,2,0,2,,0,,,,as a result
p000102,body,table,2,0,3,,0,,,,that’s why
p000103,body,table,2,1,0,,0,,,,consequently
p000104,body,table,2,1,1,,0,,,,so
p000105,body,table,2,1,2,,0,,,,since
p000106,body,table,2,1,3,,0,,,,in order to
p000119,body,table,3,0,0,,0,,,,Communication Function
p000120,body,table,3,0,1,,0,,,,Example 1
p000121,body,table,3,0,2,,0,,,,Example 2
p000122,body,table,3,1,0,,0,ListParagraph,17,0,Explaining by giving an example
p000123,body,table,3,1,1,,0,,,,for instance
p000124,body,table,3,1,2,,0,,,,
p000125,body,table,3,2,0,,0,ListParagraph,17,0,"Giving real, true or surprising information"
p000126,body,table,3,2,1,,0,,,,actually
p000127,body,table,3,2,2,,0,,,,
p000128,body,table,3,3,0,,0,ListParagraph,17,0,Making a contrast
p000129,body,table,3,3,1,,0,,,,on the other hand
p000130,body,table,3,3,2,,0,,,,
p000131,body,table,3,4,0,,0,ListParagraph,17,0,"Adding another, different idea"
p000132,body,table,3,4,1,,0,,,,what’s more
p000133,body,table,3,4,2,,0,,,,
p000134,body,table,3,5,0,,0,ListParagraph,17,0,Defining more exactly
p000135,body,table,3,5,1,,0,,,,at least
p000136,body,table,3,5,2,,0,,,,
p000137,body,table,3,6,0,,0,ListParagraph,17,0,Giving a result or consequence
p000138,body,table,3,6,1,,0,,,,that’s why
p000139,body,table,3,6,2,,0,,,,
p000140,body,table,3,7,0,,0,ListParagraph,17,0,Talking generally
p000141,body,table,3,7,1,,0,,,,usually
p000142,body,table,3,7,2,,0,,,,
p000143,body,table,3,8,0,,0,ListParagraph,17,0,Summarising
p000144,body,table,3,8,1,,0,,,,in short
p000145,body,table,3,8,2,,0,,,,
p000149,body,table,4,0,0,,0,,,,Business Topics
p000150,body,table,4,0,1,,0,,,,General Topics
p000151,body,table,4,1,0,,0,ListParagraph,19,0,Communication at work
p000152,body,table,4,1,1,,0,ListParagraph,20,0,The environment
p000153,body,table,4,2,0,,0,ListParagraph,19,0,Work-life balance
p000154,body,table,4,2,1,,0,ListParagraph,20,0,Video games
p000155,body,table,4,3,0,,0,ListParagraph,19,0,Managing yourself
p000156,body,table,4,3,1,,0,ListParagraph,20,0,Eating out
p000157,body,table,4,4,0,,0,ListParagraph,19,0,Decision making
p000158,body,table,4,4,1,,0,ListParagraph,20,0,Transportation
p000159,body,table,4,5,0,,0,ListParagraph,19,0,International business
p000160,body,table,4,5,1,,0,ListParagraph,20,0,Travel
p000166,body,table,5,0,0,,0,p,,,and
p000167,body,table,5,0,1,,0,p,,,in general
p000168,body,table,5,0,2,,0,p,,,second
p000169,body,table,5,0,3,,0,p,,,to sum up
p000170,body,table,5,1,0,,0,p,,,and then
p000171,body,table,5,1,1,,0,p,,,in the end
p000172,body,table,5,1,2,,0,p,,,*secondly
p000173,body,table,5,1,3,,0,p,,,what’s more
p000174,body,table,5,2,0,,0,p,,,first (of all)
p000175,body,table,5,2,1,,0,p,,,last of all
p000176,body,table,5,2,2,,0,p,,,so
p000177,body,table,5,2,3,,0,p,,,well
p000178,body,table,5,3,0,,0,p,,,*firstly
p000179,body,table,5,3,1,,0,p,,,next
p000180,body,table,5,3,2,,0,p,,,lastly
p000181,body,table,5,3,3,,0,p,,,a … b
p000182,body,table,5,4,0,,0,p,,,for a start
p000183,body,table,5,4,1,,0,p,,,on top of that
p000184,body,table,5,4,2,,0,p,,,thirdly
p000185,body,table,5,4,3,,0,,,,finally
p000200,body,table,6,0,0,,0,,,,Category
p000201,body,table,6,0,1,,0,,,,Type
p000202,body,table,6,0,2,,0,,,,Validity
p000203,body,table,6,0,3,,0,,,,Example
p000204,body,table,6,1,0,,0,,,,Facts
p000205,body,table,6,1,1,,0,,,,Statistics and data
p000206,body,table,6,1,2,,0,,,,Very strong
p000207,body,table,6,1,3,,0,,,,94% of all customer surveys collected in the last 12 months indicate customers are very satisfied with our service.
p000208,body,table,6,2,0,,0,,,,
p000209,body,table,6,2,1,,0,,,,Historical events
p000210,body,table,6,2,2,,0,,,,Very strong
p000211,body,table,6,2,3,,0,,,,"On March 11, 2011, Japan experienced a magnitude 9 earthquake and a 39-meter tsunami."
p000212,body,table,6,3,0,,0,,,,
p000213,body,table,6,3,1,,0,,,,Objective information
p000214,body,table,6,3,2,,0,,,,Very strong
p000215,body,table,6,3,3,,0,,,,The distance between Tokyo and Osaka is 498.9 km on the Tokaido Highway.
p000216,body,table,6,4,0,,0,,,,
p000217,body,table,6,4,1,,0,,,,Case studies and scientific research
p000218,body,table,6,4,2,,0,,,,Strong to very strong
p000219,body,table,6,4,3,,0,,,,"In 2016, the Avanti Staff staffing company participated in a study to investigate the current market situation and its growth factors. The study found…"
p000220,body,table,6,5,0,,0,,,,Judgment
p000221,body,table,6,5,1,,0,,,,Analogy
p000222,body,table,6,5,2,,0,,,,Weak to moderate
p000223,body,table,6,5,3,,0,,,,"We are in the same situation as the Osaka branch, and they had great success."
p000224,body,table,6,6,0,,0,,,,Testimony
p000225,body,table,6,6,1,,0,,,,Expert opinion
p000226,body,table,6,6,2,,0,,,,Moderate
p000227,body,table,6,6,3,,0,,,,"According to our CEO, the best way to grow the business is through an M&A strategy."
p000228,body,table,6,7,0,,0,,,,
p000229,body,table,6,7,1,,0,,,,Personal experience
p000230,body,table,6,7,2,,0,,,,Weak
p000231,body,table,6,7,3,,0,,,,"Last year, I went on a business trip to Brazil. I found Brazilians to be very friendly and open."
p000232,body,table,6,8,0,,0,,,,
p000233,body,table,6,8,1,,0,,,,Eyewitness accounts
p000234,body,table,6,8,2,,0,,,,Weak to moderate
p000235,body,table,6,8,3,,0,,,,I participated in a meeting last week in which the Department Manager said we need to cut costs greatly.
p000244,body,table,7,0,0,,0,,,,Opinion
p000245,body,table,7,0,1,,0,,,,I believe employees in our company work too much overtime.
p000246,body,table,7,1,0,,0,,,,Reason
p000247,body,table,7,1,1,,0,,,,This is because our staff always seem tired and recently many have called in sick.
p000248,body,table,7,2,0,,0,,,,Evidence
p000249,body,table,7,2,1,,0,,,,The company’s last quarterly report shows overtime costs are at almost 47% and use of sick leave has increased 12%.
p000251,body,table,8,0,0,,0,,,,Opinion
p000252,body,table,8,0,1,,0,,,,"In my opinion, our products are too expensive for the average customer."
p000253,body,table,8,1,0,,0,,,,Reason
p000254,body,table,8,1,1,,0,,,,
p000255,body,table,8,2,0,,0,,,,Evidence
p000256,body,table,8,2,1,,0,,,,
p000258,body,table,9,0,0,,0,,,,Opinion
p000259,body,table,9,0,1,,0,,,,I think staff in the office want to work remotely more often.
p000260,body,table,9,1,0,,0,,,,Reason
p000261,body,table,9,1,1,,0,,,,
p000262,body,table,9,2,0,,0,,,,Evidence
p000263,body,table,9,2,1,,0,,,,
p000265,body,table,10,0,0,,0,,,,Opinion
p000266,body,table,10,0,1,,0,,,,"From my point of view, customers want high quality products."
p000267,body,table,10,1,0,,0,,,,Reason
p000268,body,table,10,1,1,,0,,,,
p000269,body,table,10,2,0,,0,,,,Evidence
p000270,body,table,10,2,1,,0,,,,
p000272,body,table,11,0,0,,0,,,,Opinion
p000273,body,table,11,0,1,,0,,,,"In my opinion, celebrity endorsements are the best way to sell a product."
p000274,body,table,11,1,0,,0,,,,Reason
p000275,body,table,11,1,1,,0,,,,
p000276,body,table,11,2,0,,0,,,,Evidence
p000277,body,table,11,2,1,,0,,,,
p000279,body,table,12,0,0,,0,,,,Opinion
p000280,body,table,12,0,1,,0,,,,"As far as I’m concerned, (your choice.)"
p000281,body,table,12,1,0,,0,,,,Reason
p000282,body,table,12,1,1,,0,,,,
p000283,body,table,12,2,0,,0,,,,Evidence
p000284,body,table,12,2,1,,0,,,,
p000289,body,table,13,0,0,,0,,,,Data 1 (Severity frame)
p000290,body,table,13,0,0,,1,,,,"If an EV battery enters thermal runaway, the fire is extremely intense and difficult to extinguish. Crews may need massive amounts of water and vehicles can reignite. (Message emphasized in the Sky News segment.)"
p000291,body,table,13,0,1,,0,,,,
p000293,body,table,14,0,0,,0,,,,Data 2 (Base-rate frame)
p000294,body,table,14,0,0,,1,,,,"According to data summarized by Kelley Blue Book from U.S. safety sources, EVs are involved in ~25 fires per 100,000 vehicles sold, compared with ~1,530 per 100,000 for gasoline vehicles and ~3,475 per 100,000 for hybrids. That’s about 0.025% of EVs versus 1.53% of gasoline cars—i.e., a 99.975% vs 98.47% chance of not having a fire."
p000295,body,table,14,0,1,,0,,,,
p000336,body,table,15,0,0,,0,,,,Problem
p000337,body,table,15,0,1,,0,,,,"The sales of our language training service have dropped 50% on average for each quarter since a major competitor launched a new, heavily promoted online learning platform. This is a big problem for us because we are not making any profit. Therefore, the company will have to decide whether to restructure in order to cut costs."
p000338,body,table,15,1,0,,0,,,,Background
p000339,body,table,15,1,1,,0,,,,"Before the competitor’s launch, we were doing well. We achieved our sales targets, and our client feedback was very positive. Our language training business grew 20% in 2019. The market in general was growing at a rate of about 5% per quarter."
p000340,body,table,15,2,0,,0,,,,Solution
p000341,body,table,15,2,1,,0,,,,"I believe that in order to quickly return to a profitable business model, we have to take a two-pronged approach: First, we need to increase sales. Second, we need to cut costs. We should develop a sales strategy that emphasises our unique strengths and offer short-term promotional packages to attract clients who may be considering switching. At the same time, we need to do a thorough cost analysis of our expenditure and cut costs by at least 30 percent. All options for cost cutting must be considered. According to consulting agency Deloitte Tohmatsu Consulting, most organisations in Japan run with large overheads and can usually find ways to quickly cut costs by 20%. We will need to do a bit more than that."
p000342,body,table,15,3,0,,0,,,,Result
p000343,body,table,15,3,1,,0,,,,"The combination of reduced costs and increased sales volume, even at a lower cost per unit, should see us return to profitability within six months."
p000366,body,table,16,0,0,,0,,,,The best company in the world is…
p000367,body,table,16,0,1,,0,,,,The best way to attract great employees is…
p000368,body,table,16,0,2,,0,,,,Companies should allow four-day work weeks.
p000369,body,table,16,1,0,,0,,,,The best way to motivate staff is to pay them well.
p000370,body,table,16,1,1,,0,,,,Companies need to pay more in taxes.
p000371,body,table,16,1,2,,0,,,,The best managers lead by example.
p000372,body,table,16,2,0,,0,,,,"Nowadays, we should be able to wear more casual clothes at work."
p000373,body,table,16,2,1,,0,,,,English training should be provided and paid for by the company.
p000374,body,table,16,2,2,,0,,,,Staff don’t get enough formal training.
p000375,body,table,16,3,0,,0,,,,SNS is a valid form of business communication.
p000376,body,table,16,3,1,,0,,,,Business meetings are usually a waste of time.
p000377,body,table,16,3,2,,0,,,,Your choice
p000379,body,table,17,0,0,,0,,,,
p000380,body,table,17,1,0,,0,,,,
p000381,body,table,17,2,0,,0,,,,
p000382,body,table,17,3,0,,0,,,,
p000383,body,table,17,4,0,,0,,,,
p000384,body,table,17,5,0,,0,,,,
p000385,body,table,17,6,0,,0,,,,
p000386,body,table,17,7,0,,0,,,,
p000387,body,table,17,8,0,,0,,,,
p000398,body,table,18,0,0,,0,,,,Point
p000399,body,table,18,0,1,,0,,,,"To become more profitable, we should invest in developing new products."
p000400,body,table,18,1,0,,0,,,,Counterpoint
p000401,body,table,18,1,1,,0,,,,Some people think we should just cut costs.
p000402,body,table,18,2,0,,0,,,,Against
p000403,body,table,18,2,1,,0,,,,"It’s true that cost-cutting is important, but it is really a temporary solution if we want to grow."
p000404,body,table,18,3,0,,0,,,,For
p000405,body,table,18,3,1,,0,,,,"However, investing in new products can lead to market growth and new sales revenue as we attract new customers. This will lead to profit."
p000419,body,table,19,0,0,,0,,,,The best company in the world is…
p000420,body,table,19,0,1,,0,,,,The best way to attract great employees is…
p000421,body,table,19,0,2,,0,,,,Companies should allow four-day work weeks.
p000422,body,table,19,1,0,,0,,,,The best way to motivate staff is to pay them well.
p000423,body,table,19,1,1,,0,,,,Companies need to pay more in taxes.
p000424,body,table,19,1,2,,0,,,,The best managers lead by example.
p000425,body,table,19,2,0,,0,,,,"Nowadays, we should be able to wear more casual clothes at work."
p000426,body,table,19,2,1,,0,,,,English training should be provided and paid for by the company.
p000427,body,table,19,2,2,,0,,,,Staff don’t get enough formal training.
p000428,body,table,19,3,0,,0,,,,SNS is a valid form of business communication.
p000429,body,table,19,3,1,,0,,,,Business meetings are usually a waste of time.
p000430,body,table,19,3,2,,0,,,,Your choice
p000432,body,table,20,0,0,,0,,,,
p000433,body,table,20,1,0,,0,,,,
p000434,body,table,20,2,0,,0,,,,
p000435,body,table,20,3,0,,0,,,,
p000436,body,table,20,4,0,,0,,,,
p000437,body,table,20,5,0,,0,,,,
p000438,body,table,20,6,0,,0,,,,
p000439,body,table,20,7,0,,0,,,,
p000440,body,table,20,8,0,,0,,,,
